음식,총가격,인원구성,요일 및 시간,날씨
"참치순두부찌개, 참치주먹밥, 치즈돈까스, 라볶이",26000,여(25) 여(23) 남(51) 남(38),2024-10-27 03:14:00,비
"뚝배기불고기, 부대찌개, 순두부찌개",23000,여(35) 여(29) 여(15),2024-07-22 15:47:00,맑음
고구마돈까스,9500,여(30),2024-03-12 21:38:00,맑음
"소고기주먹밥, 날치알주먹밥, 멸치주먹밥, 떡만두국, 부대찌개",28000,여(11) 여(45) 남(14) 남(11) 남(20),2023-09-20 09:04:00,맑음
"오뎅, 오므라이스, 참치순두부찌개, 참치찌개, 뚝배기불고기",34000,여(21) 여(47) 남(25) 남(38),2023-11-21 12:25:00,맑음
"새우볶음밥, 돈까스김밥, 날치알주먹밥",16000,남(52) 여(39) 남(32),2023-06-13 08:54:00,흐림
"부대찌개, 계란말이김밥, 참치찌개, 멸치주먹밥, 소고기주먹밥",28500,여(60) 남(43) 여(35) 여(40),2024-10-19 10:42:00,맑음
"날치알김밥, 순두부찌개, 오므라이스",19000,남(36) 여(50) 남(10),2024-09-26 06:27:00,눈
"만두라면, 라면",10000,여(59) 여(20),2024-01-24 08:55:00,눈
"라볶이, 소고기김밥, 날치알주먹밥",14000,남(42) 여(34) 여(35),2023-06-30 05:27:00,맑음
라면,4500,남(22),2023-04-14 17:27:00,맑음
"뚝배기불고기, 비빔밥, 김치찌개, 만두라면, 고기만두",31500,남(53) 남(15) 여(45) 여(48) 남(13),2024-09-13 20:10:00,맑음
"날치알주먹밥, 잔치국수, 잔치국수, 소고기주먹밥, 비빔밥, 우동",35000,여(12) 여(36) 여(13) 여(18) 여(56),2024-06-24 18:58:00,맑음
"소고기주먹밥, 고구마돈까스, 고기만두, 오징어덮밥",25500,여(41) 남(59) 여(41) 여(30),2023-12-25 11:20:00,맑음
"김치찌개, 육개장, 날치알김밥, 부대찌개",28000,남(38) 남(12) 여(32),2023-11-28 10:43:00,맑음
참치비빔밥,7500,여(21),2023-10-14 06:31:00,맑음
"라면, 참치덮밥, 뚝배기불고기, 비빔밥",27000,여(43) 여(55) 여(12) 여(35),2024-04-01 04:46:00,눈
"고구마돈까스, 멸치주먹밥, 새우볶음밥, 참치찌개",27500,남(53) 남(20) 남(27),2024-09-14 06:30:00,맑음
"김치만두, 김치볶음밥",11000,남(33) 여(43),2024-03-18 14:22:00,맑음
"치즈라면, 오징어덮밥",13500,남(33) 여(54),2023-05-28 05:35:00,흐림
"참치와사비김밥, 김치찌개, 소고기김밥, 치즈라면, 고기만두",26500,남(42) 여(10) 남(25) 여(18) 남(60),2024-10-16 15:31:00,맑음
얼큰해물라면,8500,남(23),2024-04-15 22:18:00,비
"순두부찌개, 치즈라면",12500,남(29),2023-09-19 13:15:00,맑음
"떡만두국, 치즈돈까스, 참치와사비김밥, 날치알김밥",27500,여(20) 남(33) 남(13),2024-09-17 16:14:00,맑음
뚝배기불고기,8000,여(44),2024-04-19 11:33:00,맑음
"생선까스, 제육덮밥, 뚝배기불고기",24500,여(59) 남(20),2023-05-28 13:30:00,흐림
"제육덮밥, 김치볶음밥, 육개장, 된장찌개",29000,여(27) 여(30) 남(60),2023-11-28 15:36:00,맑음
"라면, 멸치주먹밥, 날치알주먹밥, 소고기주먹밥, 참치와사비김밥, 쫄면",28500,여(29) 여(54) 여(46) 여(38) 남(18),2024-03-03 13:23:00,흐림
"참치주먹밥, 김치볶음밥, 멸치주먹밥, 만두국, 땡초진미김밥",27000,여(49) 여(49) 남(15) 여(52) 여(34),2024-08-07 22:37:00,맑음
"참치덮밥, 참치와사비김밥, 된장찌개",19500,여(48) 여(31),2023-09-15 12:02:00,맑음
부대찌개,8000,여(44),2023-04-08 04:20:00,맑음
"소고기주먹밥, 생선까스, 뚝배기불고기, 부대찌개, 김치찌개, 육개장",44500,남(53) 남(16) 여(14) 여(22) 남(11),2024-05-04 16:37:00,흐림
"새우볶음밥, 부대찌개, 부대찌개",23000,여(52) 여(55),2023-06-07 00:25:00,맑음
"참치주먹밥, 고구마돈까스, 참치김밥, 군만두, 오징어덮밥",30000,여(52) 남(13) 여(29) 남(27) 남(34),2024-05-09 14:27:00,비
"참치덮밥, 참치주먹밥, 부대찌개, 오징어덮밥",27500,남(16) 남(38) 여(33) 남(19),2023-09-16 09:35:00,맑음
"뚝배기불고기, 소고기주먹밥, 떡볶이, 땡초진미김밥, 떡국, 참치순두부찌개",36000,남(49) 남(58) 남(18) 남(25) 여(55),2024-03-01 08:19:00,맑음
"멸치주먹밥, 참치비빔밥, 순두부찌개, 군만두, 치즈라볶이, 돈까스김밥",33500,남(23) 남(45) 남(38) 남(32) 여(51),2024-04-13 13:21:00,눈
"참치주먹밥, 김치라면",9500,여(44) 여(43),2023-08-06 06:34:00,흐림
만두국,7000,여(46),2023-05-10 02:51:00,비
"김치찌개, 된장찌개, 고구마돈까스, 날치알주먹밥, 콩국수",35500,남(28) 남(40) 남(10) 여(24) 여(29),2024-01-18 21:45:00,맑음
멸치주먹밥,4000,여(49),2023-11-06 05:53:00,눈
"김치볶음밥, 된장찌개, 소고기주먹밥",18000,남(27) 여(49),2024-08-23 10:32:00,맑음
"소고기주먹밥, 땡초진미김밥",9000,여(26),2023-08-18 03:53:00,흐림
"오징어덮밥, 육개장, 참치주먹밥, 날으는 김밥",23500,남(14) 여(23) 남(33),2024-09-01 04:58:00,맑음
"부대찌개, 멸추김밥",13000,남(41) 남(25),2024-09-28 07:45:00,눈
고구마돈까스,9500,남(10),2024-08-19 01:52:00,맑음
"멸치주먹밥, 날치알주먹밥",8000,여(36),2024-10-02 04:59:00,흐림
오징어덮밥,8000,남(11),2024-10-13 03:30:00,맑음
"새우볶음밥, 멸치주먹밥, 땡초진미김밥, 부대찌개, 멸치주먹밥",28000,남(40) 남(20) 여(40) 여(34),2023-12-10 07:57:00,맑음
"쫄면, 참치주먹밥, 날치알주먹밥, 멸치주먹밥",19000,남(43) 남(38) 남(39) 여(18),2023-03-19 19:51:00,맑음
"오불덮밥, 순두부찌개, 부대찌개, 날치알김밥",28000,남(21) 여(36) 여(25) 남(52),2023-08-29 05:31:00,맑음
"콩국수, 참치주먹밥, 육개장",20000,남(29) 남(38),2023-07-03 22:50:00,맑음
"치즈라면, 오므라이스, 만두라면",18000,여(35) 남(22),2024-04-12 09:26:00,맑음
"콩국수, 콩국수, 참치김밥",20500,남(32) 여(23) 남(51),2024-02-15 07:19:00,맑음
"날으는 김밥, 뚝배기불고기",11500,여(21),2024-06-09 11:00:00,맑음
"새우볶음밥, 제육덮밥",14000,남(21) 여(25),2024-02-16 19:32:00,눈
"돈까스, 부대찌개, 육개장, 땡초진미김밥",30500,남(42) 남(41) 여(26) 여(14),2023-09-15 14:08:00,눈
참치찌개,7000,남(52),2023-03-25 11:13:00,흐림
"참치찌개, 멸치주먹밥, 떡볶이",15500,여(22) 여(25),2024-10-04 22:58:00,맑음
"날으는 김밥, 순두부찌개, 얼큰해물우동",19000,남(18) 남(42),2024-07-31 02:28:00,맑음
김치볶음밥,7000,여(55),2023-06-24 14:24:00,흐림
"참치찌개, 참치주먹밥, 생선까스, 소고기주먹밥",24500,남(30) 남(43) 여(50) 여(20),2024-04-30 06:18:00,흐림
"제육덮밥, 라볶이, 계란말이김밥, 김치라면",23000,여(19) 남(47) 여(19),2024-08-06 13:10:00,흐림
"소고기주먹밥, 생선까스",13500,여(21),2023-07-18 02:02:00,비
"만두라면, 계란말이김밥, 생선까스, 치즈떡볶이",26000,남(54) 남(21) 남(19) 여(31),2023-10-08 18:47:00,흐림
참치와사비김밥,5000,남(14),2024-08-12 02:52:00,흐림
"비빔밥, 참치순두부찌개, 멸치주먹밥, 참치찌개",25500,여(31) 남(47) 여(54),2024-02-13 22:35:00,흐림
육개장,8000,남(35),2024-05-07 06:52:00,맑음
"날치알주먹밥, 참치주먹밥",8000,여(43) 여(21),2023-09-30 03:36:00,눈
"김치만두, 참치순두부찌개, 멸치주먹밥, 오므라이스",22500,여(52) 여(54) 남(25) 남(33),2024-03-03 22:26:00,맑음
"날치알주먹밥, 참치순두부찌개, 참치김밥",16000,여(60) 여(53),2024-01-03 14:09:00,맑음
"육개장, 돈까스김밥, 계란말이김밥, 비빔국수",25500,남(41) 여(44) 여(12),2024-02-26 11:09:00,맑음
"뚝배기불고기, 소고기김밥, 날치알주먹밥, 치즈떡볶이",22500,여(46) 여(13) 여(51) 남(47),2023-08-02 05:08:00,맑음
"군만두, 치즈김밥",8500,남(60),2023-07-30 12:03:00,맑음
"육개장, 비빔밥, 뚝배기불고기, 된장찌개",30000,남(13) 여(23) 여(21),2023-06-09 11:10:00,흐림
"날치알김밥, 오뎅, 참치와사비김밥, 떡라면, 고구마돈까스, 치즈김밥",34000,남(53) 여(54) 여(10) 여(44) 남(19),2024-02-12 01:01:00,맑음
"참치주먹밥, 오므라이스",11000,남(54),2024-01-10 01:04:00,맑음
"참치비빔밥, 새우튀김김밥",12500,여(38),2024-06-19 00:46:00,비
"떡국, 치즈김밥, 떡라면, 생선까스, 된장찌개",33500,남(43) 남(49) 남(46) 여(25),2024-07-11 21:11:00,맑음
"된장찌개, 참치찌개",14000,여(53) 여(53),2023-10-29 15:45:00,맑음
"날치알주먹밥, 소고기주먹밥",8000,남(56),2023-05-17 16:29:00,맑음
"생선까스, 참치비빔밥, 오므라이스",24000,여(31) 여(42) 남(48),2023-05-03 17:39:00,맑음
"참치주먹밥, 된장찌개, 참치김밥, 만두국, 소고기김밥",27500,남(30) 여(14) 여(27) 남(12) 남(23),2024-01-25 06:36:00,맑음
"돈까스김밥, 만두라면, 라면, 참치주먹밥",19000,남(49) 여(22) 남(48),2023-12-23 11:51:00,흐림
치즈돈까스,9500,남(54),2024-01-25 01:31:00,비
"소고기주먹밥, 날으는 김밥, 멸치주먹밥, 떡만두국, 날치알주먹밥",23500,남(53) 남(23) 여(47) 남(14),2023-08-09 07:38:00,흐림
"땡초진미김밥, 참치주먹밥, 멸치주먹밥, 뚝배기불고기, 멸치주먹밥",25000,남(25) 여(33) 남(44) 여(21) 여(33),2024-09-08 20:34:00,비
"순두부찌개, 오불덮밥, 치즈라볶이, 돈까스김밥",26000,여(50) 여(16) 남(31),2024-02-13 18:03:00,맑음
우동,6000,남(56),2023-11-23 20:31:00,맑음
"참치와사비김밥, 치즈돈까스, 오므라이스",21500,남(32) 여(15) 남(36),2024-07-15 16:43:00,맑음
"멸치주먹밥, 참치와사비김밥, 참치찌개, 소고기주먹밥, 참치비빔밥",27500,여(50) 여(18) 남(11) 남(34),2023-12-11 14:01:00,맑음
"떡라면, 치즈떡볶이",11000,여(11) 남(36),2024-05-19 21:51:00,흐림
"참치주먹밥, 쫄면, 치즈김밥, 날치알주먹밥",19500,여(12) 남(49) 여(19),2023-10-17 15:58:00,맑음
"날치알주먹밥, 순두부찌개, 라면",15500,남(47) 남(30),2024-07-31 11:08:00,맑음
"육개장, 새우튀김김밥, 치즈라면, 참치덮밥",26000,남(55) 여(22) 여(56) 남(54),2024-06-28 05:50:00,맑음
비빔밥,7000,여(37),2023-08-30 10:16:00,맑음
"오므라이스, 땡초진미김밥",12000,남(52) 남(10),2024-03-06 20:21:00,흐림
"참치와사비김밥, 소고기주먹밥, 순두부찌개, 참치순두부찌개",23500,여(30) 여(21) 여(50),2023-10-31 01:55:00,흐림
"떡볶이, 참치순두부찌개, 군만두",16000,여(20) 여(31) 남(37),2024-02-01 10:54:00,비
"참치와사비김밥, 날치알주먹밥, 고구마돈까스",18500,여(14) 여(11),2024-06-17 10:23:00,맑음
"계란말이김밥, 날치알김밥, 김치찌개",17500,남(12) 여(15) 남(46),2024-01-13 14:11:00,맑음
"소고기주먹밥, 떡만두국",12000,여(50) 남(40),2023-03-03 10:16:00,맑음
"김치찌개, 김치볶음밥, 떡국, 떡라면, 참치김밥",31000,여(56) 여(52) 여(51) 여(20) 여(27),2023-09-08 07:14:00,맑음
"멸치주먹밥, 날치알김밥, 소고기주먹밥",13000,여(22) 여(51),2023-10-13 22:58:00,맑음
"참치와사비김밥, 뚝배기불고기, 얼큰해물라면",21500,남(17) 여(36),2024-09-15 03:37:00,눈
"참치비빔밥, 순두부찌개, 오므라이스, 새우볶음밥, 부대찌개",36500,여(36) 여(45) 남(31) 남(48),2024-08-19 01:37:00,흐림
"떡라면, 참치김밥, 새우볶음밥, 김치찌개",24000,남(45) 여(32) 남(34),2023-10-02 15:18:00,눈
"날치알주먹밥, 참치덮밥, 오뎅, 참치주먹밥, 소고기주먹밥, 날치알주먹밥",28000,남(12) 남(49) 남(60) 여(50) 여(12),2024-06-29 01:45:00,비
"군만두, 참치주먹밥, 라면, 돈까스김밥, 참치순두부찌개",25000,남(14) 여(36) 남(38) 남(59),2023-03-03 10:38:00,맑음
"소고기주먹밥, 고기만두, 김치찌개",15000,여(30) 남(54) 남(57),2024-05-30 05:19:00,맑음
"떡만두국, 치즈돈까스, 치즈라면, 소고기주먹밥, 김치만두",31000,남(42) 남(42) 남(20) 남(42),2023-10-06 00:10:00,눈
"참치찌개, 육개장, 비빔밥, 치즈라면, 참치비빔밥, 오징어덮밥",43000,여(41) 남(24) 여(58) 여(14) 남(45),2023-03-12 22:14:00,비
얼큰해물우동,8500,여(20),2023-10-22 00:08:00,흐림
"오뎅, 부대찌개",12500,남(53) 여(22),2024-03-29 20:26:00,흐림
부대찌개,8000,여(58),2024-10-01 04:28:00,눈
"날치알주먹밥, 참치주먹밥, 참치와사비김밥, 날치알주먹밥, 김치볶음밥, 육개장",32000,남(36) 여(12) 여(42) 여(46) 여(15),2023-10-24 03:47:00,맑음
"오므라이스, 날으는 김밥, 생선까스",20000,여(50) 남(50) 남(27),2023-07-23 15:25:00,맑음
"부대찌개, 콩국수, 돈까스, 김치볶음밥, 날치알주먹밥",36500,남(28) 남(39) 여(14) 남(30) 여(44),2023-05-10 07:29:00,흐림
"날으는 김밥, 만두라면, 소고기주먹밥, 치즈떡볶이, 참치순두부찌개, 생선까스",35500,여(48) 남(42) 남(34) 남(47) 남(13),2023-07-19 20:37:00,흐림
"참치와사비김밥, 얼큰해물우동, 부대찌개, 날치알주먹밥, 김치만두",29500,여(34) 남(46) 여(38) 여(46) 남(22),2024-07-03 14:17:00,맑음
"김치찌개, 치즈떡볶이, 부대찌개",20500,여(45) 남(23),2023-12-28 01:37:00,눈
"치즈라면, 새우튀김김밥, 참치주먹밥, 참치주먹밥",18500,남(16) 여(53) 여(59) 남(20),2024-10-17 05:55:00,맑음
"육개장, 멸치주먹밥, 오므라이스, 잔치국수, 고기만두",30000,남(55) 여(13) 여(25) 남(52),2024-10-23 19:39:00,맑음
"소고기김밥, 치즈돈까스, 참치비빔밥, 참치주먹밥, 소고기김밥",31000,여(50) 남(19) 남(22) 여(57) 여(45),2024-01-13 08:10:00,맑음
참치와사비김밥,5000,남(57),2023-04-11 22:22:00,비
"생선까스, 쫄면, 얼큰해물라면, 오므라이스, 소고기김밥, 계란말이김밥",42500,남(43) 여(24) 남(22) 여(31) 남(35),2023-10-25 17:06:00,맑음
부대찌개,8000,여(22),2023-09-18 01:17:00,맑음
"콩국수, 얼큰해물라면, 부대찌개",24500,여(28) 여(45) 남(24),2023-07-15 23:13:00,맑음
참치찌개,7000,여(15),2023-07-03 13:56:00,흐림
"치즈라면, 우동, 참치찌개",18500,남(33) 남(50) 남(18),2023-11-30 19:29:00,맑음
"참치찌개, 땡초진미김밥, 뚝배기불고기, 참치찌개, 멸치주먹밥",31000,여(16) 여(35) 여(48) 여(33) 남(21),2023-03-16 15:53:00,흐림
"참치김밥, 멸추김밥, 고구마돈까스, 오므라이스",26000,여(51) 남(16) 남(39) 여(46),2024-04-25 06:10:00,맑음
"참치덮밥, 돈까스김밥, 고구마돈까스, 멸치주먹밥, 부대찌개",34000,남(46) 남(28) 남(60) 여(35) 여(42),2023-11-11 02:08:00,맑음
"된장찌개, 얼큰해물우동",15500,남(43),2023-11-06 07:08:00,맑음
"고구마돈까스, 김치찌개",16500,남(32) 남(60),2024-10-27 21:28:00,비
"돈까스, 우동, 오므라이스, 얼큰해물우동",31000,남(26) 여(10) 남(26) 남(47),2023-03-23 12:34:00,맑음
"쫄면, 소고기주먹밥, 멸추김밥, 돈까스, 소고기주먹밥",29500,여(17) 남(55) 남(26) 여(55),2023-04-23 09:03:00,비
"치즈돈까스, 얼큰해물우동, 날치알주먹밥, 참치순두부찌개",29500,남(24) 여(31) 여(56) 여(44),2024-02-10 05:12:00,눈
"뚝배기불고기, 육개장, 라면",20500,여(27) 여(32),2024-07-28 08:02:00,흐림
"새우볶음밥, 김치라면, 된장찌개, 라면, 소고기주먹밥, 얼큰해물라면",36500,남(45) 여(47) 여(19) 남(28) 남(21),2023-11-20 18:03:00,비
"참치주먹밥, 부대찌개, 육개장",20000,여(29) 남(11) 남(50),2024-07-15 14:00:00,비
"고구마돈까스, 오불덮밥, 순두부찌개, 소고기주먹밥, 비빔국수",35500,남(21) 남(47) 남(29) 여(43),2023-10-20 01:18:00,맑음
"고구마돈까스, 치즈돈까스, 날치알주먹밥",23000,여(44) 여(50),2024-07-19 20:28:00,비
"참치덮밥, 치즈김밥, 멸치주먹밥, 김치볶음밥, 소고기주먹밥",27000,남(19) 여(13) 여(24) 남(52) 남(44),2023-12-06 17:49:00,맑음
"멸치주먹밥, 참치순두부찌개, 참치와사비김밥, 날치알주먹밥, 날치알주먹밥",24500,여(29) 남(11) 여(34) 남(31) 여(60),2023-10-25 11:38:00,눈
땡초진미김밥,5000,여(22),2023-03-04 21:27:00,흐림
군만두,4000,여(27),2024-02-20 09:26:00,맑음
"육개장, 참치찌개, 멸치주먹밥, 날치알주먹밥, 얼큰해물우동",31500,여(57) 여(26) 남(58) 남(16) 남(16),2023-06-15 09:44:00,흐림
"참치주먹밥, 만두국, 된장찌개, 육개장",26000,남(23) 남(44) 남(55),2024-08-16 13:50:00,맑음
멸추김밥,5000,남(44),2023-10-29 07:45:00,맑음
"날치알김밥, 비빔밥, 잔치국수, 오불덮밥",27000,남(27) 여(45) 여(25),2024-05-10 14:38:00,흐림
"날치알주먹밥, 땡초진미김밥, 멸추김밥, 돈까스김밥, 생선까스, 떡만두국",36500,여(43) 여(27) 남(13) 남(24) 여(42),2024-04-29 06:03:00,비
"계란말이김밥, 날치알주먹밥",9500,여(42) 여(36),2023-08-15 09:55:00,맑음
"소고기주먹밥, 참치주먹밥",8000,여(39),2024-04-21 06:07:00,맑음
"소고기주먹밥, 순두부찌개, 군만두, 생선까스",24500,여(16) 남(54) 남(32),2024-03-15 04:21:00,흐림
"육개장, 생선까스, 된장찌개, 치즈김밥",29000,여(32) 여(31) 남(14) 남(58),2024-07-10 11:26:00,눈
"돈까스김밥, 소고기주먹밥",9000,남(41) 여(50),2023-05-24 21:51:00,흐림
"참치찌개, 참치주먹밥",11000,여(42) 여(25),2024-05-10 00:21:00,맑음
"땡초진미김밥, 멸추김밥",10000,여(30) 여(45),2024-01-12 16:23:00,맑음
"고구마돈까스, 돈까스, 순두부찌개, 생선까스",35500,여(41) 남(53) 여(34),2023-08-27 20:10:00,맑음
"김치라면, 라볶이, 새우튀김김밥, 오뎅, 멸치주먹밥",24000,남(32) 여(22) 여(15) 남(59) 남(41),2023-07-31 11:04:00,맑음
"참치주먹밥, 소고기김밥, 김치찌개",16000,여(25) 남(22) 여(48),2023-05-29 19:59:00,맑음
"잔치국수, 소고기주먹밥, 만두라면",16500,남(59) 여(26) 여(40),2024-06-13 13:06:00,맑음
"참치와사비김밥, 참치비빔밥, 얼큰해물라면, 멸치주먹밥, 참치찌개, 멸추김밥",37000,남(14) 여(38) 남(20) 여(13) 남(44),2023-04-15 13:47:00,흐림
"뚝배기불고기, 날으는 김밥, 생선까스, 김치찌개",28000,남(57) 남(60) 남(27),2023-08-18 12:09:00,눈
"된장찌개, 오므라이스",14000,여(39) 여(42),2023-09-29 06:39:00,맑음
"치즈돈까스, 오징어덮밥, 순두부찌개, 참치덮밥",32000,남(25) 여(46) 여(21),2023-07-18 03:45:00,흐림
"날치알김밥, 참치주먹밥",9000,남(39),2024-02-08 14:05:00,맑음
"뚝배기불고기, 김치만두, 돈까스김밥",17000,남(19) 여(10) 여(28),2023-12-20 05:22:00,눈
"멸추김밥, 소고기주먹밥, 소고기김밥, 떡국, 새우볶음밥",28000,남(52) 남(59) 남(33) 남(36),2023-09-18 12:05:00,흐림
"만두라면, 돈까스, 참치덮밥, 참치순두부찌개, 육개장, 제육덮밥",45000,여(10) 남(33) 여(50) 여(18) 여(33),2024-01-25 09:05:00,맑음
고구마돈까스,9500,남(28),2024-01-13 10:44:00,맑음
"뚝배기불고기, 떡라면, 참치주먹밥, 날으는 김밥, 비빔밥, 멸치주먹밥",32000,여(44) 남(24) 남(27) 여(36) 여(41),2023-03-09 07:15:00,맑음
"계란말이김밥, 참치비빔밥, 소고기주먹밥, 라볶이",22000,남(43) 남(37) 여(43),2024-10-19 18:31:00,맑음
"참치주먹밥, 치즈돈까스, 김치찌개, 오불덮밥",28500,여(38) 여(30) 남(35) 남(23),2023-05-18 07:13:00,비
"소고기주먹밥, 오므라이스, 계란말이김밥, 군만두, 참치주먹밥, 얼큰해물우동",33000,남(26) 여(33) 여(11) 여(51) 여(59),2024-10-27 02:38:00,비
"고기만두, 계란말이김밥, 날치알주먹밥",13500,여(44) 여(58) 남(24),2023-04-18 11:18:00,흐림
