단어,빈도
포레스트힐CC,1
213곳,2
153개소,1
108개소,2
33.2도,1
12면,2
144건,8
월810,2
프리모84,3
12세대,6
27세대,1
26일자,1
기흥3,2
422세대,1
부츠・삐에로쑈핑・PK피코크,1
4781건,2
6737만,3
70번,5
1520억,2
MX부문,2
123대,4
9646대,1
5571대,1
23시,7
UI업데이트,1
리얼AI,1
6000~7000원,1
604조,1
2구,7
4440주,3
B플랜,2
G클래스,3
G바겐,3
TV화면,1
CMS모금,2
6남매,1
514명,6
학생4-H,1
영농4-H,1
한국4,1
H회원,1
6600여,1
9377호,5
3213호,5
658호,5
1610만,5
H법인,1
H법,1
5750원,1
245인,1
약275,1
54원,1
41원,1
54면,1
3828명,1
14.20원,1
1283.10원,1
SC솔루션등,1
NH손해보험,1
540번,3
043세대,1
5442가구,1
201개,2
398점,1
B주식회사,2
C주식회사,2
5850회,1
7770번,1
재혼NO,1
7차,8
1000박스,3
400박스,6
1.3건,3
4500건,7
4800건,4
1.86건,5
1.32건,7
3.6메가줄,5
1620메가줄,3
288메가줄,4
120여대,3
789가구,2
248186가구,1
93가구,10
1306가구,1
27391239가구,1
77209309가구,1
3089가구,1
9.96대,1
21.7대,2
8.3대,1
42.2대,1
1412가구,1
34.2대,1
23.9대,1
9.9대,1
4571명,1
26.24대,5
796억,4
50호,2
1813명,5
5발,5
4발,4
700개소,1
19면,3
5150만,2
3487가구,10
1850만,3
5300여가구,3
560여개,1
190여곳,1
3517억,1
5200여억,4
5466억,3
1430억,1
1368억,1
1379억,2
1302억,1
1572억,1
1442억,1
1864억,1
2000여곳,1
36.94대,2
22.25대,2
탄천A,1
264억,1
324세대,2
446세대,1
225세대,1
1546세대,1
5993개소,1
국비228,1
3차시,2
A양이,1
v자,1
희망디딤돌2.0,1
14실,2
4실,3
IT서비스,3
LNG발전,1
2038년,6
ESG추진,6
M시리즈,5
000표,1
837명,3
30시간,3
560원,1
3600여명,4
OB선배,6
705억,4
김원TV,1
198대,3
37가구,6
633명,1
174채,1
CDMO사업,1
NK세포치료제,3
25~31일,3
75.3명,4
86.9명,2
88.7명,3
122.4명,2
857명,4
91.2명,1
설악IC,2
MB정부,1
690만,2
222세대,1
2개실,1
2515만,1
211개,1
9가지,3
AJ셀카,28
B교장,2
500명대,4
166곳,1
170곳,4
600회,3
604호,1
78년,3
1566가구,1
75가구,6
123가구,5
3200원,2
2900원,1
백미10,2
2200세대,3
1~2시간,4
1포대,1
CT촬영,1
150분,2
Tech그룹장,2
236개,1
1980~1982년,1
1995~1997년,1
2000~2002년,1
2016~2018년,4
KCC오토,2
1476명,3
498개,2
296필지,1
31필지,3
322마리,1
44마리,1
AI돌봄로봇,3
171조,5
198.67대,1
121가구,4
9550명,1
78.92대,2
5.2대,1
2.6대,1
4826명,4
3454개,1
0.54대,1
3분위,2
18종,6
74주년,4
SK매직,7
9994톤,2
5568톤,2
622개소,2
동백4,2
34.24달러,2
15.04달러,2
SNS모니터링,3
SNS업로드,3
10전투,1
1714억,1
3시부,1
5117가구,1
321가구,1
DL이엔씨,2
98.44대,2
244.04대,2
5.18대,2
18.94대,4
5배수,3
82.3대,2
439.29대,2
2.59대,2
745명,2
808건,2
266만,2
330건,6
4033만,2
3399만,1
64.78대,1
1964가구순,1
860여,2
60계,1
8419명,3
319대,3
92대,3
209대,1
408대,1
290대,3
500지수,4
10.15포인트,1
16.13포인트,1
81.91포인트,1
13안건,1
4010개소,1
제2-1형사부,3
18여,1
487표,1
2024규제,1
009건,1
2별관,2
63마력,1
2263대,1
11일자,2
제13,1
21군데,1
63개소,4
42개소,3
800개,5
1140곳,1
KG엔지니어링,6
2023개,1
0~9도,1
6500명,5
1298가구,1
10~20대,4
5294명,1
5322명,1
2704억,1
앙상book,3
5권,8
3918권,3
307호,2
365플래닛,1
PCCW등,1
CSM제고,1
S확대,1
AXA손해보험,1
2611건,2
1354건,3
아카이브Y,2
670대,1
399대,1
322대,1
5~8년,2
960명,8
10~30명,2
57개소,3
638명,3
403대,1
332대,1
301대,1
190박스,1
GC녹십자엠에스,6
71곳,11
9800톤,2
156개,2
140톤,2
1919년,7
21만세,3
3316개,2
832개,1
1946개,1
4641개,1
1454개,1
125조,1
1330억,1
68회,4
X망주,1
9500여회,1
B초등학교,4
1675명,2
9500명,1
5800명,1
547만,1
963가구,2
15곳서,1
736건,7
600매,1
3000매,1
60박스,1
경기GPT,4
7마리,10
100시간,5
IMM인베,3
CPP인베스트먼트,1
1011개,1
209개,1
3287명,2
1501명,1
2잠,2
3군데,1
253곳,2
2023강원,1
롯데H,1
282종,1
오전10,1
1000~1400원,1
70가구,3
1749개,2
1400픽셀,5
참여자치21,1
1885년,1
0117791호,6
239곳,3
1086회,5
591만,3
866만,1
209만,3
67게임,4
241매,1
17게임,5
1049~1086회,1
487명,2
93가길,5
105호,7
943억,1
4050세대,3
4050들,1
72.9점,1
155가구,2
664건,4
1611건,3
74회,1
50.7퍼센트,1
972만,8
원곡면18.79,2
DX부문장,1
290경기,2
3시즌,2
K바이오,1
108석,1
JB금융,1
산업2,1
증권2,1
K커머스,1
97곳,1
1970~1980년대,4
17~34곳,1
348세대,2
10타,1
58건,2
70배,2
90배,1
1876억,2
479억,1
1499가구,3
495억,6
1796억,1
153번,1
30~70대,1
043명,2
140호,10
7찬만,1
AT세미콘,1
43배,3
tvN드라마,1
920본,2
15주차,3
10~12개월,3
40장,2
270원,1
13배,2
18.5명,1
15.2명,1
3.3명,2
4.9명,1
3451곳,1
371곳,1
3080곳,1
6800여가구,1
4227만,3
의정부2,1
1501호,3
1354곳,1
3794명,2
119구,1
7655명,2
1860명,2
A기관,1
DS산학협력센터장,5
709곳,1
R&G유나이티드,1
46일대,1
35.54대,1
712명,4
54.77대,1
97.67대,1
545가구,4
76.50대,1
1673가구,1
887가구,2
37.4명,1
32.1명,2
6.5명,1
87.3명,1
7~12세,1
84.6명,1
19~49세,1
39.1명,1
1~6세,1
29.2명,1
50~64세,1
20.1명,1
10.4명,2
1546가구,1
2995만,1
1631세대,1
485세대,1
14~16대,1
318가구,5
157가구,3
98가구,2
198.76대,6
473가구,1
73.75대,6
1통장,1
15~19일,2
BTL사업,1
1지자체,4
1교육,3
58개월,2
트랜치A,10
91일,2
PF대출채권,2
546억,2
12주년,3
19위기,1
3177명,1
1992건,1
262만,6
85개,10
7700만,5
5~8명,1
안성TCS,1
7242원,1
323개,1
2135건,1
703건,2
8.2명,1
7.8명,1
2.0명,1
10.0명,1
12.9명,2
9.5명,1
8.8명,1
12.16부동산,1
5.12부동산,1
6.17부동산,1
254곳,6
40권,7
45인,12
A초등학교,1
VL라우어,2
1~2급수,1
40가지,3
321억,3
LX한국국토정보공사,5
3912억,4
LX비상경영혁신위원회,5
33세,4
3.320명,1
7515명,2
2~3초,2
7000여개,1
800평,3
4300원,1
555억,3
550곳,1
T지금,1
340대,1
NH투자증권대회,2
이슬기2,2
5오버,1
9~23일,1
3149권,2
MW급,2
5470억,1
20초,2
고급SUV,1
1미터,8
팹1,3
558채,1
216채,1
92채,1
90채,2
35채,3
1.6대,2
1~499가구,1
6400~6999가구,1
23차,1
5300여,4
3568명,7
1726명,2
347건,1
541명,1
3738평,13
520세대,1
3171가구,2
13~22일,5
403.5명,1
89.1명,1
23.8명,1
20.7명,1
20.5명,1
30세트,1
18득점,1
0.200개,1
1~30분,1
1720억,2
853억,1
293억,5
4662억,2
2715억,2
252건,3
3299만,8
342억,2
13.9일,1
500여마리,1
0.04톤,1
1940억,4
373호,2
1913개,2
255억,7
1077만,1
643만,4
791만,4
224세대,2
195세대,2
5악장,1
660만,3
300여건,1
8300억,2
SKB분당데이터센터,1
LX제공,1
6679세대,1
935억,6
35길,1
780조,1
LX세미콘,3
20개국,6
30일자,1
75.5포인트,1
83.0포인트,1
4718가구,2
5329가구,2
2113가구,4
115년,4
38평,1
443건,1
소1-67호,2
소1-68호,2
105년,9
3547건,2
2235명,2
658곳,2
117센터,2
7903억,5
179곳,3
221팀,3
231팀,3
2자리,2
622곳,3
스톤게이트CC,1
201개소,5
85원,6
300가족,1
716세대,1
386세대,1
149세대,1
fn영상,2
중동탄1,1
CU편의점,2
신갈동17,1
4687만,1
2570명,1
4900여명,1
3900여명,1
35.6배,2
37필지,1
29사,1
고영테크놀로지R&D센터,4
4968만,10
527.3대,1
1311가구,5
466억,5
2602억,1
IC설치,2
1500석,3
17사단장,1
1사단장,3
4449건,2
33.7대,2
1760건,2
14.43대,2
80실,4
6700여명,1
1로트,1
1380가구,3
370여명,4
4갈래,1
1752명,1
9280명,1
1705명,1
9330명,2
일가족2,2
HD현대에너지솔루션,2
t스카이차,2
5000여개,2
10.2도,1
736만,1
28개국,1
1787만,1
2013만,1
2219만,1
2396만,1
특수체육CBK,2
CDP어워드,1
IB프로그램,8
59개,7
IB관심학교,3
IB후보학교,3
IB인증학교,4
IB교육,9
IB워크숍,2
IB탐색,1
IB본부,3
1927년,2
98세,1
1947년,1
3800개,3
AI모델,9
221야드,1
210타,4
4오버,4
39종류,1
665명,2
197면,8
95면,6
929만,2
10개국,2
402건,1
378건,2
327건,2
167건,7
3950억,1
2620번지,2
S구,1
57종,1
동2,2
은1,2
KAIST평택캠퍼스조성계획,1
1청사,1
2청사,1
2693억,1
213조,1
30동,3
120동,4
1274곳,4
1589건,2
IF어워드,1
2202억,2
155일,3
180세트,2
진위FC,9
61지방,2
40여개국,5
1839건,2
1402건,2
5895건,2
408건,4
266건,6
64.6대,1
상현IC,3
중앙TV,4
AI앵커,1
최대30,1
2624억,1
624만,2
2510건,1
532건,1
SW품질,5
193건,1
1007건,1
514건,1
2265건,5
2288명,1
9510가구,6
4932가구,1
신반포15,1
3포,1
N가지,1
734가구,2
2000년도,4
385번,1
386번,1
382번,1
27종,5
32주년,2
2000여가구,2
4109억,5
882건,3
513건,4
319건,2
501건,2
334건,6
387건,3
767건,1
n번방,1
1200여차례,1
3762개,1
26위,2
5259억,1
4613억,1
1383억,1
e대한경제,3
32개소,2
8799억,2
195곳,4
48일,4
8~9살,1
10~11살,1
12~13살,1
10여권,1
19팀,3
A미용실,1
B미용실,1
4~5팀,1
50여억,1
120여평,1
74길,2
OO동,1
5376명,1
7150명,1
2974억,6
3416만,1
3688만,1
1764만,1
1730개,4
시비2,1
159채,1
12상자,1
461건,2
1340가구,3
IC솔더링,1
2435원,1
9톤,2
36~72시간,1
20~30개,1
811대,1
273건,2
786대,4
7513명,1
vs김용남,1
974억,2
153회,1
T밀리언,1
103역,4
16.7대,2
32.9대,2
866가구,2
4852명,1
2~6단지,5
11여명,1
375건,3
56기,1
147개,3
390곳,2
298곳,1
1359만,3
2053억,3
6~9층,1
2031억,6
5151억,2
4765억,2
279억,3
A건축물,1
963세대,7
1992~2001년,1
300여가구,1
262개,3
32블록,4
PF대출확약,3
119지역대,1
7군데,1
641건,3
637건,1
4786건,1
7944건,1
425가구,1
A부동산,1
B부동산,1
568곳,2
FC김해,1
14곡,1
10곡,4
076만,3
660세대,4
414세대,3
10달,1
2.9명,1
381.3건,1
5.3명,1
8568만,4
670여곳,1
3565명,5
3191명,1
880억,2
15파,1
7855명,1
6365건,1
선경1,1
647병상,1
2850평,1
2981평,1
1914년,3
251달러,1
503달러,1
310달러,1
49원,1
8297필지,1
6804필지,1
2014~2019년,2
11장,2
416쪽,2
120여곳,2
106여억,1
의료AI,1
674건,1
491건,1
473건,4
659표,1
419표,1
879표,1
789표,1
877표,1
831표,1
530표,1
328표,1
186표,1
911표,1
885표,1
18.6일,1
1731건,2
90~120일,1
494만,2
774명,1
1851대,1
양지SLC,1
5릴,1
NZ챌린지,3
050여,1
5000~6000건,1
950가구,1
3~4곳,5
180조,7
19년도,1
119안,1
24분,5
7~10년,1
547명,4
50여만,4
100실,4
9865실,2
4530실,2
6850실,2
SPC삼립,1
e왕마트,1
864만,10
5판,1
3선승,1
150인,1
75인,1
49인,1
5대광,1
12통,5
588건,5
498건,3
276건,3
209건,4
14블록,4
440여명,3
125면,1
5036건,1
6272명,2
5639명,2
민경찬PD,2
2007만,1
2023건,1
1843건,1
6251건,1
5711건,1
389건,2
531건,5
청년희망ON,1
15~6년,1
GS그룹,6
330여,6
GS에너지,3
GS커넥트,1
GS차지비,1
12실,5
10실,1
259전,2
88건,2
15.1배,1
169곳,2
143만,1
367명,5
339건,3
650여억,1
15밀리,1
MBC기자,2
F채널,4
7374가구,5
600기,1
247개,2
SK바사,2
1429억,1
584만,4
2008~2009년,1
MZ직원,1
YB밴드,2
MZ쟁의,1
PF전환,4
676세대,2
6페이지,1
1360여,1
800장,1
14학번,1
181표,8
3바퀴,1
3.6도,1
2170대,1
LA총영사,3
600건,5
35대로,6
502명,2
월송리CC,2
세일CC,2
참밸리CC,3
아세코밸리GC,3
루나엑스CC,5
드림파크CC,3
에덴블루CC,3
임페리얼레이크CC,3
HL인재개발원,1
520여대,1
65대,3
20~60대,1
5381개,1
2사옥,1
9150여,2
1932~2006년,1
월1,1
1000여권,1
850여건,1
808곳,4
10제품,1
7제품,1
44기관,1
23제품,1
DWS자산운용,2
타워8,1
5490억,1
AEW캐피탈,3
3100억,5
722억,3
1257억,3
5100억,1
513만,3
1식물,1
2191만,2
8210억,3
5913억,2
2297억,1
666만,1
563명,1
36번,1
3809원,1
26왕,1
103호드림복권방,1
1268행운,1
1복권,1
6410만,1
3270게,1
4~5등,5
1085회,6
23게임,4
7473원,1
16분대,2
20~40세대,1
153실,2
금곡IC,5
334명,8
VR체험,8
97마리,1
70건,11
8회차,3
15박스,5
2톤,4
25박스,3
283타,2
300마리,9
1600톤,3
46평,3
57.59대,4
75.27대,3
45.33대,5
12.11대,4
6606건,3
034세대,1
78라운드,2
5903억,2
1444건,2
702건,3
592건,2
394건,2
2515명,2
2279명,2
716억,5
357번,2
264번,1
358번,1
335번,1
2~3량,1
119구조대,3
대동4,1
671만,2
램리서치R&D센터,12
653억,1
8000보,1
성수JC,3
10여회,2
MG서용인새마을금고,2
63홀,1
420포기,1
100야드,1
2223명,2
110실,3
기흥동탄IC,6
동탄JC,1
2022안전문,2
K김치,1
핀크스CC,1
761채,2
FT아일랜드,4
4200여,7
운정3,4
371.64대,2
98.61대,2
2546만,1
1225가구,2
천안제2,1
1926년,3
1916년,1
A자,1
송파2,1
천3,3
270여명,4
안산8,1
012명,2
916면,2
666면,3
122면,2
199대,2
1504대,2
1054대,1
245억,7
중1-62호,4
80매,4
EU회원국,1
E순환거버넌스,1
4409톤,1
1170톤,1
안산시3,1
1녀,2
2536가구,2
1364가구,1
799가구,2
200석,5
8096억,1
중앙동1,1
SSG랜더스야구단,1
579만,3
RC카,3
86대,2
아시아나cc,1
V자,2
91타,1
689곳,2
4수,5
HRD담당자,1
ICT폴리텍대학,2
900위,1
378위,1
49회,10
352개,1
C기관,1
6906명,3
940가구,3
2292곳,1
188곳,1
3심,10
26~29일,2
3라인,4
522개소,1
242개,5
1기가와트,1
형사2-2부,1
8선,1
5.5년,1
15.6년,2
12.9년,1
1258명,3
849실,1
40주,4
1849가구,2
919가구,2
1020가구,1
1791가구,1
3538가구,1
2491건,3
868점,1
637점,1
597점,1
589점,1
413점,1
885점,1
957점,1
12초,6
48초,1
55초,1
49초,1
57초,2
초28,1
618점,1
432점,1
649점,4
371점,1
1000조,2
올레드TV,1
HD현대,1
3~6명,2
BNK대부,1
30군데,1
8평,2
1100건,1
도화ENG,1
6538만,1
1574명,2
0기준,1
1470명,2
1732.0명,1
Culture팀장,1
The럭스나,1
The럭스나인,1
398개,2
160곳,1
540대,1
264호,1
3200여만,1
B약사,1
A사무장,1
20~29세,3
279가구,1
117필지,2
68필지,2
AI반도체특별위원회,7
415.9명,1
6154명,3
1558명,3
2283명,1
1879명,1
759개,6
749개,3
5100가구,1
304쪽,1
SNS등,3
6007억,2
8047원,1
시즌1,3
3960원,1
1240억,2
580원,4
8740원,1
4265원,1
8160원,3
712만,1
5200원,1
3995원,1
4955원,1
944원,1
스마트ICT,1
42일,2
45원,1
9658가구,1
249억,1
000도,3
바이오메디컬BIX,1
355페이지,1
1373명,1
996억,3
KBS교향악단,1
47품종,2
5품종,4
1529만,1
883만,1
1006만,1
1259건,1
3.23대,1
2.91대,1
9500억,1
341가구,2
2760만,2
8019명,1
65곳,6
735억,3
12~15일,2
16배,5
54.73점,2
50.98점,1
49.30점,1
47.23점,1
46.81점,1
50.73점,1
44.61점,1
43.54점,1
61.81점,1
61.34점,1
59.26점,1
81.94점,1
80.20점,1
88.27점,1
82.57점,1
80.92점,1
69.21점,1
59.87점,1
57.23점,2
59.32점,1
57.65점,1
56.55점,1
54.60점,1
54.59점,1
54.58점,1
45.64점,1
42.26점,1
77.61점,1
71.09점,1
70.62점,1
73.94점,1
71.60점,1
71.02점,2
82.07점,1
81.07점,1
79.12점,1
78.92점,1
75.15점,1
74.54점,1
지하3,1
L타워,1
464억,1
KH그룹,3
662조,2
4264명이,1
3주일,2
150실,3
시흥IC,1
742건,2
704건,2
569건,2
370건,6
228건,3
921건,2
73주년,6
G-A노선,1
43위,1
30.4개,1
266타,4
3370가구,2
24블럭,4
9592세대,4
239개,1
2.63점,1
0.7점,3
화성7,5
방범CCTV,5
이천2,1
화성1,2
2017~2018년,1
672건,2
1651년,2
효종2,1
210곳,2
493곳,1
000장,4
도비1,4
T맵,2
148위,1
3241만,1
2738억,1
24~25일,4
2040년대,2
26팀,3
NH농협금융,1
1650그루,4
7~8마리,1
319마리,2
869건,6
120건,7
2025~2026년,4
2여년,5
IT발전,1
8.6배,1
OA기기,2
3미터,2
529명,3
newsis.com방역당국,1
1134명,4
170개,6
650원,3
810원,1
1030원,2
760원,2
1070원,1
1030~1570원,1
1150~1620원,1
1420~2000원,1
1760~2470원,1
980~1490원,1
1100~1540원,1
1330~1870원,1
1670~2340원,1
1060원,1
39도,3
39.5도,1
39.4도,1
35.5도,2
9.2일,1
11.0일,1
6.6일,1
28.1도,1
36.5도,1
14.9대,1
1096만,1
57동,2
336건,2
17.34도,1
15.8도,1
2집,2
연금복권720,4
6등,1
7등,1
6자리,1
280개소,1
295개소,1
20명대,4
513명,10
4226건,1
37랩,1
48도,1
05번,1
961초,1
0.3초,1
25랩,1
152회,1
1~3층,2
오산세교1,3
1~14일,2
15~30일,1
248만,2
6석,4
1638명,2
110석,1
102석,1
18~21일,1
50사단,1
7지구대,2
7지구,2
101석,2
KDT다이아몬드,10
ESG펀드,1
376번,2
239호,1
59번,2
도움8,2
23길,2
19가길,2
2020~2024년,4
200여평,2
17~19점,1
6813야드,2
125권,2
별표4,3
E동,1
24품종,1
370미터,1
160년,2
6090평,1
259번,2
139번,1
1729명,2
700명대,2
1700~1800명,2
1670명,2
1664명,2
1716명,1
1535.9명,1
596.7명,1
체육시설2,2
일반주점2,1
사업장4,2
2121명,1
163일,1
2090만,1
사회1,1
A국회의원,2
B국회의원,1
594억,4
269번,1
270번,1
1721대,1
29~30절,1
A사업자,2
544가구,1
840가구,1
949가구,2
2보너스,1
4869만,1
3417명,1
5일장,2
1309건,2
52기,1
1600여명,3
6618건,1
4695건,1
4722건,1
309호,1
과천IC,1
275타,1
1256명,1
SNS민원,1
ABC마트,1
19미터,1
730팀,1
14팀,8
216번지,4
15시간,2
9300원,1
3541건,1
206건,5
9786건,1
9396건,1
956건,1
527건,1
487건,2
SV위원장,3
1487필지,2
423필지,1
6270필지,1
833만,3
407만,3
5945필지,1
1139만,3
2380만,3
365필지,1
58필지,1
92필지,1
47필지,1
822원,2
23~24절기,1
287곳,1
287억,3
32.4메가줄,1
7691억,1
3.0초,1
45.3원,2
1.3원,1
5.0원,1
11.4원,1
8원,5
25.9원,1
22원,1
8.3원,1
45종,1
SFA반도체,3
665원,1
4565원,1
290원,1
2550원,1
4800여,1
264만,4
32개국,1
1156명,1
3001점,1
3무,3
30며,1
VOD좌석,4
52번지,1
70군데,2
7100명,1
6.2명,2
4~6개월,2
396마리,1
27마리,1
543명,1
847명,4
1.1배,2
189실,1
DHL코리아,1
440평,1
한국P,1
P섬유공업협동조합,1
3안,2
2020지역,1
8661가구,3
3150가구,3
163대,3
138실,4
1루베,1
2501만,1
2149만,1
부천송내1-1구역,4
TG사거리,1
GS칼텍스전,2
13승,1
3패,1
70메가와트,1
SRT오리동천,2
713억,4
7422원,1
4129만,1
2길,2
2365명,1
55대,1
68대,3
A대리점,2
770원,1
3474만,2
378만,2
589만,3
445만,3
192주상,1
34일,5
68조,5
6170억,1
TV조선방송화면캡처,1
1~2팀,1
1049가구,2
B공인중개사,5
665가구,1
의제21,2
광명자이힐스테이트SKVIEW,4
6998가구,1
3033가구,1
5803가구,1
4823가구,1
1867만,1
640여,1
3174명,3
1010명,8
157.6대,1
1918.5대,1
275대,1
D홀,1
지원27-3,2
B권역,2
D권역,2
사업지원TF,2
47대,5
37대,2
208대,2
1255곳,2
1081번,4
3~7시,3
527만,3
20면,2
2023~2026년,3
276가구,1
5~14일,1
22~29일,1
19~22일,2
286호,1
1343만,4
99세대,4
95세대,4
36세대,3
363세대,6
971명,1
2.14대,2
20켤레,2
762만,2
2030들,2
에어조던1,1
70켤레,1
410억,1
3057명,2
5100명,2
183점,2
6103명,6
5545명,2
80여가구,1
61.4명,1
62.1명,1
389대,1
PC구조,1
2026~2030년,4
2030국가,1
166개,4
293개,1
1전,1
320개,2
KBI동국실업,2
820번,7
33번,8
10여대,2
298개,1
30여곳,4
1405건,1
282실,3
6961가구,1
대3-27호,5
4길,1
150여가구,1
1301가구,3
421마력,3
4.8초,2
306마력,1
2699명,2
609권,3
614권,3
41조,5
6300여명,1
9790만,1
28실,4
4830만,1
5723억,1
2184억,1
100두,4
100도,2
klt투어,4
112종합,1
23~11월,1
4012건,1
2000~3000건,1
3356건,1
2058건,2
264가구,2
3898억,1
912만,1
813만,2
9543명,2
8568명,1
3312명,1
40~50평,1
72종,1
R&D첫걸음,1
8.8대,1
18.1대,1
17호점,1
3490만,1
7089명,1
3544명,1
11.3대,1
11.5대,1
8.4대,1
10.1대,1
16.8대,2
16.5대,1
14.7대,1
13.6대,2
13.1대,1
12.8대,1
12.4대,1
12.3대,2
12.1대,1
13.9대,1
5.1대,1
6.5대,2
3.8대,4
8640명,1
8.81대,2
12.69대,1
16.87대,1
21.1대,1
13.93대,1
18.17대,1
12.08대,1
20.71대,1
15.83대,1
11.7대,1
7.75대,1
28.78대,1
23.33대,1
6.45대,1
6.88대,1
6.6대,1
6.8대,1
7.48대,1
7.96대,1
8.32대,1
11.22대,1
20.03대,1
8.71대,1
누적263,1
48.8점,1
21일부,4
GC녹십자홀딩스,2
949세대,1
16알,2
194가구,3
2910가구,2
1389억,1
K좀비,1
4~6명,1
2잔,1
199기차,1
42.45톤,2
10.10톤,2
9.35톤,2
11.75톤,2
11.25톤,2
10톤,6
20게임,4
91게임,2
8687원,2
778매,1
선부동1080-2,3
K역사,1
K인문학,1
4600조,1
166.9포인트,1
1131가구,5
1368가구,2
252번지,1
137.1대,2
781가구,2
전용55,1
LH동탄호수하우스디,2
516가구,2
19가구,6
85점,5
711곳,3
1410일,2
1845년,1
743개,1
OECD국가,1
50~90위,1
3500여,2
1백,3
18덕,1
31골,1
2골,5
27골,1
4골,4
GK상,7
H기업,1
3105명,1
1005명,2
2조억,1
600여개,2
601개,1
10영업일,1
K푸드,2
145년,1
46점,1
A관,2
0.002초,3
363만,4
9호점,1
MK위클리반도체,2
GAA구조,1
9514억,2
6906억,2
2897억,2
2225억,2
1116억,2
8313억,2
4998억,2
1407원,2
1163원,2
219원,2
249원,2
8032만,2
520원,2
FK리그,5
2010~2011시즌,1
2014~2015시즌,1
경기LBFS,1
821만,1
R&D집적지구,2
58회,3
655번,1
1992년도,2
101.5명,1
243.6명,1
257.6명,1
281.6명,1
336.9명,1
730가구,6
716만,1
557억,6
177곳,1
48개국,1
27회,5
URL링크,1
6708만,1
8639명,1
8317만,1
9458명,1
3845명,1
2566만,1
2.13명,1
1.68명,1
1.77명,1
0.59명,1
0.09명,1
0.19명,1
0.23명,1
1360건,2
1902명,1
1856명,1
1819명,1
1653명,1
1319명,1
1312명,1
1281명,1
1213명,1
2344명,1
OB맥주,5
5초,4
0.2초,1
1481건,1
청라CC,5
6400톤,1
400톤,3
225억,1
희망2023,1
103.3도,1
86용퇴,1
600여만,5
3294만,1
AI지식산업,1
7구역,2
IT사업,1
447필지,4
020명,3
45회,3
20여차례,2
5602명,1
853명,5
5사,3
7375명,1
7125명,1
316.3명,3
3714만,1
6266만,1
2072점,1
1610점,1
343점,1
1963점,1
1491명,1
A업소,3
348점,1
OOO뷰티컨설팅,1
OO점,1
OOO떡볶이,1
1108건,1
1921년,2
33개월,4
5259건,1
4754건,1
4081건,1
2530건,1
e편한,1
351가구,1
2223만,2
5682가구,1
1717가구,1
용인시코로나19,1
3~4개,6
50게임,3
546회,5
75게임,1
646게임,1
493게임,1
수동7,1
수동2,4
56길,2
109호,3
18게임,4
e편한세상부평크랑힐스,1
1883억,1
1787억,6
5구간,1
4구간,1
2단,1
4~5차례,2
822만,1
F구성,1
271개,3
224개,2
922.80점,2
금24,1
금20,1
